Term/Year Code|College|Dept|Degree|Major Code|Major Name|Conc code|Concentration Name (if any)|Fresh- man|Sopho- more|Junior|Senior|Non- degree Ugrad|Total Under grad|Full-Time Ugrad|Part-Time Ugrad|Grad 1 (master)|Grad 2 (doctoral)|Non- degree Grad|Total Grad|Full-Time Grad|Part-Time Grad|Profes-sional|Full-Time Professional|Part-Time Professional|Total|Full-Time Total|Part-Time Total|Academic Program Code
120241 |Business |902 |CERT |6018 |Digital Marketing |  |  |0|0|0|0|0|0|0|0|10|0|0|10|0|10|0|0|0|10|0|10|1PKS6018CERU
120241 |Business |902 |MS |5148 |Technology Management |  |  |0|0|0|0|0|0|0|0|137|0|0|137|137|0|0|0|0|137|137|0|10KS5148MSK
120241 |Business |902 |MS |5590 |Management |  |  |0|0|0|0|0|0|0|0|85|0|0|85|85|0|0|0|0|85|85|0|1PKS5590MS
120241 |Business |902 |MS |5590 |Management |  |  |0|0|0|0|0|0|0|0|769|0|0|769|209|560|0|0|0|769|209|560|1PKS5590MSU
120241 |Business |902 |MS |5964 |Business Analytics |  |  |0|0|0|0|0|0|0|0|102|0|0|102|102|0|0|0|0|102|102|0|1PKS5964MS
120241 |Business |902 |NDEG |5590 |Management |  |  |0|0|0|0|0|0|0|0|0|0|92|92|8|84|0|0|0|92|8|84|1EKS5590NDEU
120241 |Business |902 |NDEG |5590 |Management |  |  |0|0|0|0|0|0|0|0|0|0|12|12|2|10|0|0|0|12|2|10|1PKS5590NDEU
120241 |Business |902 |PHD |0079 |Business Administration |  |  |0|0|0|0|0|0|0|0|0|36|0|36|36|0|0|0|0|36|36|0|10KS0079PHD
120241 |Business |952 |MBA |9875 |Business Administration (MBA) |  |  |0|0|0|0|0|0|0|0|3322|0|0|3322|1075|2247|0|0|0|3322|1075|2247|10KS9875MBAU
120241 |Business |952 |MBA |9875 |Business Administration (MBA) |5986 |Entrpshp & Strategic Innov |0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|0|2|2|0|10KS9875MBAU
120241 |Business |952 |NDEG |0067 |Nondegree |  |  |0|0|0|0|38|38|38|0|0|0|0|0|0|0|0|0|0|38|38|0|10KM0067NDEG
120241 |Business |952 |NDEG |9875 |Business Administration (MBA) |  |  |0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|1|10KS9875NDEU
120241 |Business |952 |NDEG |9875 |Business Administration (MBA) |  |  |0|0|0|0|0|0|0|0|0|0|102|102|4|98|0|0|0|102|4|98|1EKS9875NDEU
120241 |Business |952 |NDEG |9875 |Business Administration (MBA) |  |  |0|0|0|0|0|0|0|0|0|0|39|39|1|38|0|0|0|39|1|38|1PKS9875NDEU
120241 |Business |952 |NONE |0070 |Business Undeclared |  |  |158|397|85|3|0|643|643|0|0|0|0|0|0|0|0|0|0|643|643|0|10KM0070NONE
120241 |Education |335 |BS |5391 |Learning and Education Studies |  |  |3|4|1|0|0|8|8|0|0|0|0|0|0|0|0|0|0|8|8|0|10KN5391BS
120241 |Education |335 |BS |5391 |Learning and Education Studies |5388 |Ed Equlty & Cltrl Understandng |0|0|1|2|0|3|3|0|0|0|0|0|0|0|0|0|0|3|3|0|10KN5391BS
120241 |Education |335 |BS |5391 |Learning and Education Studies |5389 |Workplace Trng & Development |1|0|3|3|0|7|7|0|0|0|0|0|0|0|0|0|0|7|7|0|10KN5391BS
120241 |Education |335 |BS |5391 |Learning and Education Studies |5417 |Dig. Env. Lrnng, Tchng, Agency |1|4|3|4|0|12|12|0|0|0|0|0|0|0|0|0|0|12|12|0|10KN5391BS
120241 |Education |335 |NDEG |0067 |Nondegree |  |  |0|0|0|0|9|9|2|7|0|0|0|0|0|0|0|0|0|9|2|7|10KN0067NDEG
120241 |Education |570 |BS |0093 |Special Education |  |  |13|15|14|40|0|82|80|2|0|0|0|0|0|0|0|0|0|82|80|2|10KN0093BS
120241 |Education |570 |EDM |0093 |Special Education |  |  |0|0|0|0|0|0|0|0|11|0|0|11|9|2|0|0|0|11|9|2|10KS0093EDM
120241 |Education |570 |EDM |0093 |Special Education |  |  |0|0|0|0|0|0|0|0|14|0|0|14|0|14|0|0|0|14|0|14|10KS0093EDMX
120241 |Education |570 |NDEG |0093 |Special Education |  |  |0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|1|10KS0093NDEU
120241 |Education |570 |PHD |0093 |Special Education |  |  |0|0|0|0|0|0|0|0|0|24|0|24|14|10|0|0|0|24|14|10|10KS0093PHD
120241 |Education |613 |BS |0094 |Early Childhood Education |  |  |16|16|18|27|0|77|77|0|0|0|0|0|0|0|0|0|0|77|77|0|10KN0094BS
120241 |Education |613 |BS |0094 |Early Childhood Education |6135 |Prof Education Licensure |1|0|3|17|0|21|0|21|0|0|0|0|0|0|0|0|0|21|0|21|10KN6135BSU
120241 |Education |613 |BS |0094 |Early Childhood Education |6136 |Prof Education Non-Licensure |0|0|6|7|0|13|0|13|0|0|0|0|0|0|0|0|0|13|0|13|10KN6136BSU
120241 |Education |613 |BS |0095 |Elementary Education |  |  |46|62|79|133|0|320|320|0|0|0|0|0|0|0|0|0|0|320|320|0|10KN0095BS
120241 |Education |613 |BS |5422 |Middle Grades Education |  |  |15|2|3|0|0|20|20|0|0|0|0|0|0|0|0|0|0|20|20|0|10KN5422BS
120241 |Education |613 |BS |5422 |Middle Grades Education |5423 |Literacy |1|6|10|16|0|33|33|0|0|0|0|0|0|0|0|0|0|33|33|0|10KN5422BS
120241 |Education |613 |BS |5422 |Middle Grades Education |5424 |Mathematics |0|3|13|24|0|40|38|2|0|0|0|0|0|0|0|0|0|40|38|2|10KN5422BS
120241 |Education |613 |BS |5422 |Middle Grades Education |5425 |Science |0|1|1|5|0|7|7|0|0|0|0|0|0|0|0|0|0|7|7|0|10KN5422BS
120241 |Education |613 |BS |5422 |Middle Grades Education |5426 |Social Science |1|2|1|5|0|9|9|0|0|0|0|0|0|0|0|0|0|9|9|0|10KN5422BS
120241 |Education |613 |BS |6081 |Computer Science & Education |6069 |Learning Sciences |2|6|7|4|0|19|19|0|0|0|0|0|0|0|0|0|0|19|19|0|10KN6069BS
120241 |Education |613 |BS |6081 |Computer Science & Education |6082 |Secondary Education |0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|10KN6082BS
120241 |Education |613 |BS |8527 |Secondary Education |5227 |Mathematics |8|10|1|0|0|19|19|0|0|0|0|0|0|0|0|0|0|19|19|0|10KN5227BS
120241 |Education |613 |EDM |0095 |Elementary Education |  |  |0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|1|1|0|10KS0095EDM
120241 |Education |613 |EDM |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|28|0|0|28|12|16|0|0|0|28|12|16|10KS1144EDM
120241 |Education |613 |EDM |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|26|0|0|26|2|24|0|0|0|26|2|24|10KS1144EDMU
120241 |Education |613 |EDM |1144 |Curriculum and Instruction |5866 |Bilingual-Bicultural Education |0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|1|10KS1144EDM
120241 |Education |613 |EDM |1144 |Curriculum and Instruction |5866 |Bilingual-Bicultural Education |0|0|0|0|0|0|0|0|10|0|0|10|1|9|0|0|0|10|1|9|10KS1144EDMU
120241 |Education |613 |EDM |1144 |Curriculum and Instruction |5867 |Digital Learning |0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|1|10KS1144EDM
120241 |Education |613 |EDM |1144 |Curriculum and Instruction |5867 |Digital Learning |0|0|0|0|0|0|0|0|18|0|0|18|2|16|0|0|0|18|2|16|10KS1144EDMU
120241 |Education |613 |EDM |5082 |Early Childhood Education |  |  |0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|1|1|0|10KS5082EDM
120241 |Education |613 |EDM |8527 |Secondary Education |5224 |English |0|0|0|0|0|0|0|0|4|0|0|4|4|0|0|0|0|4|4|0|10KS8527EDM
120241 |Education |613 |EDM |8527 |Secondary Education |5225 |Social Studies |0|0|0|0|0|0|0|0|4|0|0|4|4|0|0|0|0|4|4|0|10KS8527EDM
120241 |Education |613 |EDM |8527 |Secondary Education |5226 |Sciences |0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|0|2|2|0|10KS8527EDM
120241 |Education |613 |MA |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|3|0|0|3|3|0|0|0|0|3|3|0|10KS1144MA
120241 |Education |613 |MS |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|0|2|2|0|10KS1144MS
120241 |Education |613 |NDEG |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|0|0|2|2|0|2|0|0|0|2|0|2|10KS1144NDEG
120241 |Education |613 |NDEG |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|1|10KS1144NDEU
120241 |Education |613 |NDEG |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|0|0|17|17|0|17|0|0|0|17|0|17|1EKS1144NDEU
120241 |Education |613 |PHD |1144 |Curriculum and Instruction |  |  |0|0|0|0|0|0|0|0|0|53|0|53|45|8|0|0|0|53|45|8|10KS1144PHD
120241 |Education |616 |MS |5865 |Educational Psychology |  |  |0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|1|1|0|10KS5865MS
120241 |Education |616 |MS |5998 |Mental Health Counseling |  |  |0|0|0|0|0|0|0|0|9|0|0|9|9|0|0|0|0|9|9|0|1PKS5998MS
120241 |Education |616 |PHD |5865 |Educational Psychology |  |  |0|0|0|0|0|0|0|0|0|47|0|47|40|7|0|0|0|47|40|7|10KS5865PHD
120241 |Education |616 |PHD |5865 |Educational Psychology |5867 |Digital Learning |0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|1|1|0|10KS5865PHD
120241 |Education |760 |CAS |5399 |Educ Policy, Orgzn & Leadrshp |5097 |Educational Admin & Leadership |0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|1|10KS5399CASX
120241 |Education |760 |CAS |5399 |Educ Policy, Orgzn & Leadrshp |5508 |Diversity & Equity in Educ |0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|1|10KS5399CAS
120241 |Education |760 |CERT |6098 |International Ed Leadership |  |  |0|0|0|0|0|0|0|0|2|0|0|2|0|2|0|0|0|2|0|2|1PKS6098CERU
120241 |Education |760 |CERT |6099 |Learning Design and Leadership |  |  |0|0|0|0|0|0|0|0|3|0|0|3|0|3|0|0|0|3|0|3|1PKS6099CERU
120241 |Education |760 |CERT |6117 |Instruct Sys Design Mgmt Lead |  |  |0|0|0|0|0|0|0|0|4|0|0|4|0|4|0|0|0|4|0|4|1PKS6117CERU
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5096 |Higher Education |0|0|0|0|0|0|0|0|0|8|0|8|1|7|0|0|0|8|1|7|10KS5399EDD
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5097 |Educational Admin & Leadership |0|0|0|0|0|0|0|0|0|11|0|11|3|8|0|0|0|11|3|8|10KS5399EDD
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5097 |Educational Admin & Leadership |0|0|0|0|0|0|0|0|0|42|0|42|9|33|0|0|0|42|9|33|10KS5399EDDX
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5137 |Human Resource Development |0|0|0|0|0|0|0|0|0|4|0|4|1|3|0|0|0|4|1|3|10KS5399EDD
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5137 |Human Resource Development |0|0|0|0|0|0|0|0|0|44|0|44|9|35|0|0|0|44|9|35|10KS5399EDDU
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5407 |Learning Design and Leadership |0|0|0|0|0|0|0|0|0|6|0|6|0|6|0|0|0|6|0|6|10KS5399EDD
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5407 |Learning Design and Leadership |0|0|0|0|0|0|0|0|0|81|0|81|4|77|0|0|0|81|4|77|10KS5399EDDU
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5471 |Global Studies in Education |0|0|0|0|0|0|0|0|0|4|0|4|0|4|0|0|0|4|0|4|10KS5399EDD
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5471 |Global Studies in Education |0|0|0|0|0|0|0|0|0|55|0|55|5|50|0|0|0|55|5|50|10KS5399EDDU
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5508 |Diversity & Equity in Educ |0|0|0|0|0|0|0|0|0|11|0|11|1|10|0|0|0|11|1|10|10KS5399EDD
120241 |Education |760 |EDD |5399 |Educ Policy, Orgzn & Leadrshp |5508 |Diversity & Equity in Educ |0|0|0|0|0|0|0|0|0|114|0|114|16|98|0|0|0|114|16|98|10KS5399EDDU
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5096 |Higher Education |0|0|0|0|0|0|0|0|9|0|0|9|2|7|0|0|0|9|2|7|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5097 |Educational Admin & Leadership |0|0|0|0|0|0|0|0|16|0|0|16|0|16|0|0|0|16|0|16|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5097 |Educational Admin & Leadership |0|0|0|0|0|0|0|0|16|0|0|16|0|16|0|0|0|16|0|16|10KS5399EDMX
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5137 |Human Resource Development |0|0|0|0|0|0|0|0|11|0|0|11|3|8|0|0|0|11|3|8|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5137 |Human Resource Development |0|0|0|0|0|0|0|0|11|0|0|11|2|9|0|0|0|11|2|9|10KS5399EDMU
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5407 |Learning Design and Leadership |0|0|0|0|0|0|0|0|2|0|0|2|0|2|0|0|0|2|0|2|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5407 |Learning Design and Leadership |0|0|0|0|0|0|0|0|24|0|0|24|1|23|0|0|0|24|1|23|10KS5399EDMU
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5471 |Global Studies in Education |0|0|0|0|0|0|0|0|4|0|0|4|1|3|0|0|0|4|1|3|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5471 |Global Studies in Education |0|0|0|0|0|0|0|0|22|0|0|22|2|20|0|0|0|22|2|20|10KS5399EDMU
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5505 |Social Sciences & Ed Policy |0|0|0|0|0|0|0|0|2|0|0|2|1|1|0|0|0|2|1|1|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5508 |Diversity & Equity in Educ |0|0|0|0|0|0|0|0|13|0|0|13|4|9|0|0|0|13|4|9|10KS5399EDM
120241 |Education |760 |EDM |5399 |Educ Policy, Orgzn & Leadrshp |5508 |Diversity & Equity in Educ |0|0|0|0|0|0|0|0|73|0|0|73|7|66|0|0|0|73|7|66|10KS5399EDMU
120241 |Education |760 |MA |5399 |Educ Policy, Orgzn & Leadrshp |5505 |Social Sciences & Ed Policy |0|0|0|0|0|0|0|0|3|0|0|3|1|2|0|0|0|3|1|2|10KS5399MA
120241 |Education |760 |NDEG |5399 |Educ Policy, Orgzn & Leadrshp |  |  |0|0|0|0|0|0|0|0|0|0|5|5|1|4|0|0|0|5|1|4|10KS5399NDEG
120241 |Education |760 |NDEG |5399 |Educ Policy, Orgzn & Leadrshp |  |  |0|0|0|0|0|0|0|0|0|0|5|5|0|5|0|0|0|5|0|5|10KS5399NDEU
120241 |Education |760 |NDEG |5399 |Educ Policy, Orgzn & Leadrshp |  |  |0|0|0|0|0|0|0|0|0|0|54|54|0|54|0|0|0|54|0|54|1PKS5399NDEU
120241 |Education |760 |NDEG |5399 |Educ Policy, Orgzn & Leadrshp |5508 |Diversity & Equity in Educ |0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|1|0|1|10KS5399NDEU
120241 |Education |760 |PHD |0209 |Ed Organization and Leadership |  |  |0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|1|0|1|10KS0209PHD
120241 |Education |760 |PHD |0220 |Educational Policy Studies |  |  |0|0|0|0|0|0|0|0|0|2|0|2|2|0|0|0|0|2|2|0|10KS0220PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |  |  |0|0|0|0|0|0|0|0|0|3|0|3|2|1|0|0|0|3|2|1|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5096 |Higher Education |0|0|0|0|0|0|0|0|0|21|0|21|9|12|0|0|0|21|9|12|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5097 |Educational Admin & Leadership |0|0|0|0|0|0|0|0|0|4|0|4|2|2|0|0|0|4|2|2|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5137 |Human Resource Development |0|0|0|0|0|0|0|0|0|19|0|19|9|10|0|0|0|19|9|10|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5407 |Learning Design and Leadership |0|0|0|0|0|0|0|0|0|7|0|7|3|4|0|0|0|7|3|4|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5471 |Global Studies in Education |0|0|0|0|0|0|0|0|0|22|0|22|17|5|0|0|0|22|17|5|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5505 |Social Sciences & Ed Policy |0|0|0|0|0|0|0|0|0|16|0|16|12|4|0|0|0|16|12|4|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5506 |History of Education |0|0|0|0|0|0|0|0|0|5|0|5|3|2|0|0|0|5|3|2|10KS5399PHD
120241 |Education |760 |PHD |5399 |Educ Policy, Orgzn & Leadrshp |5507 |Philosophy of Education |0|0|0|0|0|0|0|0|0|7|0|7|7|0|0|0|0|7|7|0|10KS5399PHD
120241 |Grainger Engineering |227 |BS |5163 |Agricultural & Biological Engr |  |  |0|0|6|10|0|16|16|0|0|0|0|0|0|0|0|0|0|16|16|0|10KP5163BS
120241 |Grainger Engineering |227 |BS |5163 |Agricultural & Biological Engr |5270 |Agricultural Engineering |0|0|0|12|0|12|12|0|0|0|0|0|0|0|0|0|0|12|12|0|10KP5163BS
120241 |Grainger Engineering |227 |BS |5163 |Agricultural & Biological Engr |5271 |Biological Engineering |0|0|0|8|0|8|8|0|0|0|0|0|0|0|0|0|0|8|8|0|10KP5163BS
120241 |Grainger Engineering |227 |MENGR |1211 |Engineering |5370 |Energy Systems |0|0|0|0|0|0|0|0|11|0|0|11|8|3|0|0|0|11|8|3|1PKS5370MENG
120241 |Grainger Engineering |227 |MENGR |1211 |Engineering |5370 |Energy Systems |0|0|0|0|0|0|0|0|11|0|0|11|0|11|0|0|0|11|0|11|1PKS5370MENU
120241 |Grainger Engineering |227 |MENGR |1211 |Engineering |5982 |Autonomy and Robotics |0|0|0|0|0|0|0|0|28|0|0|28|25|3|0|0|0|28|25|3|1PKS5982MENG
120241 |Grainger Engineering |227 |MENGR |1211 |Engineering |6120 |Digital Agriculture |0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|0|1|1PKS6120MENU
120241 |Grainger Engineering |227 |MENGR |1211 |Engineering |6149 |Chemical Engineering Leadershp |0|0|0|0|0|0|0|0|2|0|0|2|0|2|0|0|0|2|0|2|1PKS6149MENG
120241 |Grainger Engineering |227 |MENGR |1211 |Engineering |6149 |Chemical Engineering Leadershp |0|0|0|0|0|0|0|0|2|0|0|2|1|1|0|0|0|2|1|1|1PKS6149MENU
120241 |Grainger Engineering |227 |MS |5163 |Agricultural & Biological Engr |  |  |0|0|0|0|0|0|0|0|11|0|0|11|10|1|0|0|0|11|10|1|10KS5163MS
120241 |Grainger Engineering |227 |NDEG |0067 |Nondegree |  |  |0|0|0|0|94|94|77|17|0|0|0|0|0|0|0|0|0|94|77|17|10KP0067NDEG
120241 |Grainger Engineering |227 |NDEG |1211 |Engineering |  |  |0|0|0|0|2|2|0|2|0|0|0|0|0|0|0|0|0|2|0|2|10KP1211NDEU
120241 |Grainger Engineering |227 |NDEG |1211 |Engineering |  |  |0|0|0|0|0|0|0|0|0|0|34|34|0|34|0|0|0|34|0|34|10KS1211NDEU
120241 |Grainger Engineering |227 |PHD |5163 |Agricultural & Biological Engr |  |  |0|0|0|0|0|0|0|0|0|43|0|43|42|1|0|0|0|43|42|1|10KS5163PHD
120241 |Grainger Engineering |227 |PHD |5163 |Agricultural & Biological Engr |5511 |Computational Sci & Engr |0|0|0|0|0|0|0|0|0|7|0|7|7|0|0|0|0|7|7|0|10KS5163PHD
120241 |Grainger Engineering |227 |PHD |5163 |Agricultural & Biological Engr |6091 |Data Science and Engineering |0|0|0|0|0|0|0|0|0|2|0|2|2|0|0|0|0|2|2|0|10KS5163PHD
120241 |Grainger Engineering |244 |BS |0121 |Engineering Physics |  |  |0|0|14|147|0|161|145|16|0|0|0|0|0|0|0|0|0|161|145|16|10KP0121BS
120241 |Grainger Engineering |244 |BS |0240 |Physics |  |  |15|75|104|54|0|248|245|3|0|0|0|0|0|0|0|0|0|248|245|3|10KP0240BS
120241 |Grainger Engineering |244 |MENGR |1211 |Engineering |6084 |Instrumentation & Applied Phys |0|0|0|0|0|0|0|0|13|0|0|13|13|0|0|0|0|13|13|0|1PKS6084MENG
120241 |Grainger Engineering |244 |MS |0240 |Physics |  |  |0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|0|2|2|0|10KS0240MS
120241 |Grainger Engineering |244 |PHD |0240 |Physics |  |  |0|0|0|0|0|0|0|0|0|307|0|307|301|6|0|0|0|307|301|6|10KS0240PHD
120241 |Grainger Engineering |244 |PHD |0240 |Physics |5511 |Computational Sci & Engr |0|0|0|0|0|0|0|0|0|6|0|6|6|0|0|0|0|6|6|0|10KS0240PHD
120241 |Grainger Engineering |244 |PHD |0240 |Physics |6091 |Data Science and Engineering |0|0|0|0|0|0|0|0|0|2|0|2|2|0|0|0|0|2|2|0|10KS0240PHD
120241 |Grainger Engineering |251 |BS |0106 |Civil Engineering |  |  |40|137|158|295|0|630|616|14|0|0|0|0|0|0|0|0|0|630|616|14|10KP0106BS
120241 |Grainger Engineering |251 |BS |1233 |Environmental Engineering |  |  |0|0|10|7|0|17|17|0|0|0|0|0|0|0|0|0|0|17|17|0|10KP1233BS
120241 |Grainger Engineering |251 |MS |0106 |Civil Engineering |  |  |0|0|0|0|0|0|0|0|152|0|0|152|138|14|0|0|0|152|138|14|10KS0106MS
120241 |Grainger Engineering |251 |MS |0106 |Civil Engineering |  |  |0|0|0|0|0|0|0|0|76|0|0|76|4|72|0|0|0|76|4|72|10KS0106MSU
120241 |Grainger Engineering |251 |MS |0231 |Environ Engr in Civil Engr |  |  |0|0|0|0|0|0|0|0|21|0|0|21|19|2|0|0|0|21|19|2|10KS0231MS
120241 |Grainger Engineering |251 |MS |0231 |Environ Engr in Civil Engr |  |  |0|0|0|0|0|0|0|0|12|0|0|12|0|12|0|0|0|12|0|12|10KS0231MSU
120241 |Grainger Engineering |251 |NDEG |0106 |Civil Engineering |  |  |0|0|0|0|6|6|6|0|0|0|0|0|0|0|0|0|0|6|6|0|10KP0106NDEX
120241 |Grainger Engineering |251 |PHD |0106 |Civil Engineering |  |  |0|0|0|0|0|0|0|0|0|172|0|172|167|5|0|0|0|172|167|5|10KS0106PHD
120241 |Grainger Engineering |251 |PHD |0106 |Civil Engineering |5511 |Computational Sci & Engr |0|0|0|0|0|0|0|0|0|27|0|27|26|1|0|0|0|27|26|1|10KS0106PHD
120241 |Grainger Engineering |251 |PHD |0106 |Civil Engineering |6091 |Data Science and Engineering |0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|1|1|0|10KS0106PHD
120241 |Grainger Engineering |251 |PHD |0231 |Environ Engr in Civil Engr |  |  |0|0|0|0|0|0|0|0|0|48|0|48|48|0|0|0|0|48|48|0|10KS0231PHD
120241 |Grainger Engineering |251 |PHD |0231 |Environ Engr in Civil Engr |5511 |Computational Sci & Engr |0|0|0|0|0|0|0|0|0|7|0|7|6|1|0|0|0|7|6|1|10KS0231PHD
120241 |Grainger Engineering |343 |BS |0408 |Bioengineering |  |  |10|55|71|199|0|335|323|12|0|0|0|0|0|0|0|0|0|335|323|12|10KP0408BS
120241 |Grainger Engineering |343 |BS |6131 |Neural Engineering |  |  |3|14|4|0|0|21|21|0|0|0|0|0|0|0|0|0|0|21|21|0|10KP6131BS
120241 |Grainger Engineering |343 |MENGR |0408 |Bioengineering |5542 |General Bioengineering |0|0|0|0|0|0|0|0|16|0|0|16|15|1|0|0|0|16|15|1|1PKS5542MENG
120241 |Grainger Engineering |343 |MENGR |0408 |Bioengineering |5542 |General Bioengineering |0|0|0|0|0|0|0|0|22|0|0|22|7|15|0|0|0|22|7|15|1PKS5542MENU
120241 |Grainger Engineering |343 |MENGR |0408 |Bioengineering |5545 |Bioinstrumentation |0|0|0|0|0|0|0|0|12|0|0|12|12|0|0|0|0|12|12|0|1PKS5545MENG
120241 |Grainger Engineering |343 |MENGR |0408 |Bioengineering |5545 |Bioinstrumentation |0|0|0|0|0|0|0|0|6|0|0|6|2|4|0|0|0|6|2|4|1PKS5545MENU
120241 |Grainger Engineering |343 |MS |0408 |Bioengineering |  |  |0|0|0|0|0|0|0|0|2|0|0|2|1|1|0|0|0|2|1|1|10KS0408MS
120241 |Grainger Engineering |343 |MS |6019 |Biomedical Image Computing |  |  |0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|0|2|2|0|1PKS6019MS
120241 |Grainger Engineering |343 |MS |6019 |Biomedical Image Computing |  |  |0|0|0|0|0|0|0|0|2|0|0|2|0|2|0|0|0|2|0|2|1PKS6019MSU
120241 |Grainger Engineering |343 |PHD |0408 |Bioengineering |  |  |0|0|0|0|0|0|0|0|0|114|0|114|112|2|0|0|0|114|112|2|10KS0408PHD
120241 |Grainger Engineering |343 |PHD |0408 |Bioengineering |5511 |Computational Sci & Engr |0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|1|1|0|10KS0408PHD
120241 |Grainger Engineering |343 |PHD |0408 |Bioengineering |6091 |Data Science and Engineering |0|0|0|0|0|0|0|0|0|3|0|3|2|1|0|0|0|3|2|1|10KS0408PHD
120241 |Grainger Engineering |422 |BS |0127 |Industrial Engineering |  |  |18|46|66|144|0|274|261|13|0|0|0|0|0|0|0|0|0|274|261|13|10KP0127BS
120241 |Grainger Engineering |422 |BS |5532 |Systems Engineering and Design |  |  |23|52|87|140|0|302|295|7|0|0|0|0|0|0|0|0|0|302|295|7|10KP5532BS
120241 |Grainger Engineering |422 |MS |0127 |Industrial Engineering |  |  |0|0|0|0|0|0|0|0|33|0|0|33|30|3|0|0|0|33|30|3|10KS0127MS
120241 |Grainger Engineering |422 |MS |0127 |Industrial Engineering |  |  |0|0|0|0|0|0|0|0|3|0|0|3|0|3|0|0|0|3|0|3|10KS0127MSU
